Lp.;Nazwa własna;Telefon;Email;Charakter usług;Kategoria obiektu;Rodzaj obiektu;Adres
951;STARE MIASTO;61 663 62 42;rezerwacja@hotelstaremiasto.pl;stały;***;hotel;61-884 Poznań, Rybaki 36
952;ZIELONA WERANDA;043 842-88-37,;info@zielonaweranda.com.pl;stały;***;hotel;98-300 Widoradz, p-ta Wieluń
953;HOTEL IBIS WARSZAWA STARE MIASTO;(+48) 22 3101000;H3714@accor.com;stały;***;hotel;00-209 Warszawa, Muranowska 2
954;CIEPLICE;(075) 755-10-41;;stały;***;hotel;58-560 Jelenia Góra, Cervi 11
955;HOTEL UZDROWISKOWY ST. GEORGE;542 530 000;info@st.-george.pl;stały;***;hotel;87-720 Ciechocinek, Wojska Polskiego 2
956;UROCZYSKO;41 302 21 21, 3;uroczysko@business.kielce.pl;stały;***;hotel;25-900 Cedzyna, Cedzyna 44 D
957;Przy Oślej Bramie;;;stały;***;hotel;58-300 Wałbrzych, Piastów Śląskich 1
958;ZAJAZD FOLKLOR;833119247;info@zajazdfolklor.pl;stały;***;hotel;21-560 Rogoźniczka, rogoźniczka 25
959;MAXYMILIAN;(94) 354-00-12;;stały;***;hotel;78-100 Kołobrzeg, Borzymowskiego 3-4
960;JAN SANDER;422807708;;stały;***;hotel;95-070 Rąbień AB, Wycieczkowa 2/10
961;WIŚNIEWSKI;413518444;hotel@zajazdwisniewskich.com;stały;***;hotel;28-520 Kraśniów, Kraśniów
962;LORENZO;(0 12)385-40-40;recepcja@hotellorenzo.pl;stały;***;hotel;30-609 Kraków, ul. Strumienna 10
963;ARKADIA;713035656;biuro@arkadiahotel.com.pl;stały;***;hotel;55-220 Jelcz-Laskowice, ZACHODNIA 12
964;DOM NAD RZEKĄ;95 717-21-06;hotel@domnadrzeka.com.pl;stały;***;hotel;66-440 Skwierzyna, Mostowa 3
965;POD WIERZBĄ;748 578 144;;stały;***;hotel;58-100 Świdnica, CZĘSTOCHOWSKA 1
966;VICTORIA;091/ 43 43 855;;stały;***;hotel;70-207 Szczecin, pl. Batorego 2
967;ACTIVE;(94) 37 418 18;recepcja@hotelactive.pl;stały;***;hotel;78-400 Szczecinek, Ordona 29
968;MILENIUM;767135300;;stały;***;hotel;59-220 Legnica, CHOJNOWSKA 150
969;HOTEL MARATON;523 411 211;nfo@hotelmaraton.pl;stały;***;hotel;85-683 Bydgoszcz, Powstańców Warszawy 13
970;PIKUL;818 882 260;rezerwacja@hotelpikul.pl;stały;***;hotel;24-100 Puławy, lubelska 65
971;ADRIA;+48 32 342 20 46;restauracja@restauracjaadria.pl;stały;***;hotel;41-700 Ruda Śląska, Wolności 1
972;CAMPANILE;(81) 531 84 00;lublin@campanile.com;stały;***;hotel;20-072 Lublin, ul. Lubomelska 14-16
973;VERTIGO;785923679;;stały;***;hotel;47-320 Gogolin, Plac Benedyktyński 1
974;AGAT;0-44 646-28-49,;biuro@hotelagat.pl;stały;***;hotel;97-300 Piotrków Trybunalski, Wojska Polskiego 118
975;ROYAL PARK HOTEL &SPA;(94) 310 84 80;recepcja@royalpark.pl;stały;***;hotel;76-032 Mielno, Wakacyjna 6
976;Hotel Zajazd Pod Szyszkami;062 722 70 00;podszyszkami@poczta.onet.pl;stały;***;hotel;63-700 Krotoszyn, Zdunowska 160
977;FADO;746666370;RECEPCJA@HOTELFADO.EU;stały;***;hotel;58-100 Świdnica, M.KONOPNICKIEJ 6-8
978;MALINOWSKI;+48 32 707 10 1;RECEPCJA@HOTELMALINOWSKI.PL;stały;***;hotel;44-100 Gliwice, Portowa
979;"""BRDA""";052-322-4061;recepcja@hotelbrda.com.pl;stały;***;hotel;85-010 Bydgoszcz, Dworcowa 94
980;BONA;13 464 65 05;hotel@bona.sanok.pl;stały;***;hotel;38-500 Sanok, ul.Białogórska 47
981;Hotel Komeda;062 591 78 78;info@kotel-komeda.com.pl;stały;***;hotel;63-400 Ostrów Wielkopolski, Ks. Kompałły 9
982;KAZIMERZÓWKA;81 80413 87;recepcja@kazimierzowka.pl;stały;***;hotel;24-120 Kazimierz Dolny, góry 10
983;KAMERALNY;041/348 25 30;recepcja@hotelkameralny.com;stały;***;hotel;25-394 Kielce, Tarnowska 7
984;PRZEPIÓRECZKA;(81) 501 41 29;biuro@przepioreczka.com.pl;stały;***;hotel;24-140 Nałęczów, ul. 1-go Maja 6
985;ANTYCZNY DWÓR;17 859 58 15;antycznydwor@vp.pl;stały;***;hotel;36-054 Rudna Mała, Rudna Mała 409
986;SILVIA GOLD;+48 32 701 12 0;gold@hotelsilvia.pl;stały;***;hotel;44-100 Gliwice, Studzienna 8
987;ARKADIA;(33) 872-25-71;bogdan26@onet.eu;stały;***;hotel;34-124 Klecza Górna, Klecza Górna 116a
988;POD FILARAMI;+48 32 295 03 80;;stały;***;hotel;41-250 Czeladź, Dehnelów
989;ZA WYDMĄ;(59) 810 94 84;zawydma@nat.pl;stały;***;hotel;76-107 Jarosławiec, uZDROWISKOWA 11
990;Hotel Zagroda Bamberska;061 848 43 16,;recepcja@zagrodabamberska.com.pl;stały;***;hotel;60-534 Poznań, Kościelna 43
991;LOTOS;(83) 341 11 39;wostim@pro.onet.pl;stały;***;hotel;21-500 Woskrzenice Duże, Woskrzenice Duże 21 A
992;HOLIDAY INN EXPRESS WARSAW AIRPORT;223733700;michal.calka@express-warsawairport.com;stały;***;hotel;02-822 Warszawa, poleczki 31
993;LESZCZYŃSKI;0-42 211-13-17;recepcja@hotelleszczynski.pl;stały;***;hotel;95-050 Konstantynów Łódzki, Ignacew 9
994;PORTO FINO;0-42 230-93-99;hotel@porto-fino.pl;stały;***;hotel;95-100 Lućmierz-Ośrodek, Sadowa 4
995;Hotel Villa Royal;062 737 45 00;villaroyal@villaroyal.pl;stały;***;hotel;63-400 Ostrów Wielkopolski, Sienkiewicza 2a
996;"""CHOPIN""";0-58 713-96-1;recepcja@hotelchopin.gda.pl;stały;***;hotel;83-000 Pruszcz Gdański, Chopina 28
997;HOTEL PODKOWA;608-704-550;biuro@hotelpodkowa.eu;stały;***;hotel;09-400 Maszewo Duże, Wesoła 10
998;"HOTEL ""SPICHRZ""";566 571 140;;stały;***;hotel;87-100 Toruń, Mostowa 1
999;HOTEL IBIS WARSZAWA REDUTA;225 722 500;h7125@accor.com;stały;***;hotel;02-366 Warszawa, Bitwy warszawskiej 1920 r. 16
1000;SZELCÓW;13 469 60 80;hotelszelc@wp.pl;stały;***;hotel;38-600 Lesko, Piłsudskiego 37
1001;"""GOŁĄBEK""";0 - 59 866 -;hotel-golabek@post.pl;stały;***;hotel;84-360 Łeba, Wybrzeże 10
1002;LOTHUS;(071) 344-28-81;;stały;***;hotel;50-148 Wrocław, Wita Stwosza 22/23
1003;ATLANTA;857 181 580;;stały;***;hotel;16-080 Jeżewo Stare, JEŻEWO STARE
1004;HOTEL STARZYŃSKI;24 366 02 00;;stały;***;hotel;09-400 Płock, Piekarska 1
1005;NA UBOCZU;228851352;zajazdnauboczu@oit.pl;stały;***;hotel;02-988 Warszawa, jara 4a
1006;VIS A VIS ŁAŃCUT;17 225 01 65;exodus-lancut@wp.pl;stały;***;hotel;37-100 Łańcut, Plac Sobieskiego 14
1007;WOJCIECH;87 844-72-37;cezar@cezar.eu;stały;***;hotel;16-300 Augustów, Wojciech 8
1008;OSADA KARBÓWKO WELLNESS & SPA;566 839 601;biuro@osadakarbowko.pl;stały;***;hotel;87-408 Elgiszewo, elgiszewo 37
1009;Hotel Magda;063 270 87 00;recepcja@hotelmagda.com.pl;stały;***;hotel;62-563 Licheń Stary, Toruńska 27
1010;MARIA;(074) 665-01-00;hotel-maria@op.pl;stały;***;hotel;58-306 Wałbrzych, Wrocławska 134 b
1011;SKALITE;033-817-91-45;recepcja@hotelskalite.pl;stały;***;hotel;43-374 Szczyrk, Krokusów 4
1012;BORUTA;(18) 201-35-89;boruta@pensjonatboruta.pl;stały;***;hotel;34-500 Zakopane, ul. Chałubińskiego 28
1013;KOCHANÓW;(12) 285-37-97;hotel@kochanow.pl;stały;***;hotel;32-064 Kochanów, ul. Lubomirskich 61
1014;SAOL;18 471-58-58;recepcja@hotelsaol.pl;stały;***;hotel;33-380 Krynica-Zdrój, ul. Zdrojowa 16
1015;RUBIN;426779900;;stały;***;hotel;93-232 Łódź, Lodowa
1016;ZAMEK KRÓLEWSKI W NIEPOŁOMICACH;(0 12) 281-32-3;fundacja@zamekkrolewski.com.pl;stały;***;hotel;32-005 Niepołomice, ul. Zamkowa 2
1017;"""BARTAN""";0 - 58 308 -;hotel@bartan.pl;stały;***;hotel;80-680 Gdańsk, Turystyczna 9A
1018;TROFANA;(91) 32 80 482;INFO@TROFANA.PL;stały;***;hotel;72-500 Międzyzdroje, zDROJOWA 9
1019;BACHLEDÓWKA;18 265-81-78;rezerwacja@bachledowka.pl;stały;***;hotel;34-407 Ciche, Czerwienne - Bachledówka 353
1020;SILVER;85 744-88-11;;stały;***;hotel;15-396 Białystok, Kopernika 97
1021;365;41 361-55-55;pawel@hotel-365.pl;stały;***;hotel;25-127 Kielce, Al. Na Stadion 365
1022;IBIS STYLES NOWY SĄCZ;18 532-53-25;recepcja@ibisnowysacz.com;stały;***;hotel;33-300 Nowy Sącz, ul. 1 Brygady 2a
1023;NOSSELIA;236930090;recepcja@farmakrzyczki.pl;stały;***;hotel;05-190 Nasielsk, krzyczki szumne 44
1024;PETRUS;(12) 269-29-46;hotel@hotelpetrus.pl;stały;***;hotel;30-321 Kraków, ul. Pietrusińskiego 12
1025;BEATA;18 471-49-17;marketing@hotelbeata.pl;stały;***;hotel;33-370 Muszyna, Złockie 103
1026;ODESSA RESTAURACJA;48 604 262 797;;stały;***;hotel;18-200 Wysokie Mazowieckie, Przemysłowa 6
1027;"""RENUSZ""";0 - 58 308 -;renusz@renusz.com.pl;stały;***;hotel;80-680 Gdańsk, Nadwiślańska 56
1028;PAŁAC TARNOWSKICH;41344-25-10;palac@tara.kielce.pl;stały;***;hotel;27-400 Ostrowiec Świętokrzyski, Kuźnia 54
1029;SUPRAŚL;85 717 20 00;rentos@interia.eu;stały;***;hotel;16-030 Supraśl, Białostocka 19
1030;CZTERY PORY ROKU;85 655-05-54;;stały;***;hotel;17-100 Piliki, Piliki 133
1031;"GOŚCINIEC ""NAD GOPŁEM""";694362820;gosciniec@nadgoplem.pl;stały;***;hotel;42 Kruszwica, Włocławska
1032;OLIMPIA;32 422 21 40;info@hotel-olimpia.pl;stały;***;hotel;44-213 Rybnik, Hotelowa 12
1033;MARTEX;236722913;recepcja@hotelmartex.pl;stały;***;hotel;09-100 Płońsk, grunwaldzka 53
1034;BEST WESTERN KRAKÓW OLD TOWN;(12) 422-76-66;hotel@bwkrakow.pl;stały;***;hotel;31-046 Kraków, ul. Św. Gertrudy 6
1035;JAN;12 421-76-40;biuro@jan-krakow.pl;stały;***;hotel;31-006 Kraków, ul. Grodzka 11
1036;"""GALION""";58 324-81-00;recepcja@hotelgalion.pl;stały;***;hotel;80-642 Gdańsk, Stogi 20
1037;ELEKTOR;12 423-23-17;elektor@hotelelektor.com.pl;stały;***;hotel;31-024 Kraków, ul. Szpitalna 28
1038;NOWODWORY;86 277 10 88;;stały;***;hotel;18-230 Ciechanowiec, Pałacowa 7
1039;IBIS KRAKÓW CENTRUM;(12) 299-33-00;H3710@accor.com;stały;***;hotel;30-102 Kraków, ul. Syrokomli 2
1040;"HOTEL ""AGROS""";89-751-52-40;biuro@hotel-agros.pl;stały;***;hotel;11-400 Kętrzyn, Kasztanowa 1
1041;HOTEL MIKOŁAJKI RESORT & SPA;733-889-830;rezerwacja@mikolajki-resort.pl;stały;***;hotel;11-730 Jora Wielka, 54 C
1042;HOTEL CITY SM BUSINESS & SPA;12 266-60-21;reservation@hotelcity.pl;stały;***;hotel;30-426 Kraków, ul. Gajowa 16
1043;SZYSZKO;87 565-46-46;;stały;***;hotel;16-400 Suwałki, Innowacyjna 3
1044;PAŁAC KAWALERA;32 284-43-30;sekretariat@palackawalera.pl;stały;***;hotel;42-622 Świerklaniec, Parkowa 30
1045;NIEPOŁOMICE;(12)281-01-44;recepcja@hotelniepolomice.pl;stały;***;hotel;32-005 Niepołomice, ul. Kościuszki 22
1046;"""FAROS""";58 670-47-05;marketing@hotelfaros.pl;stały;***;hotel;80-298 Gdańsk, słowackiego 165
1047;LIPOWY MOST GOLF PARK;730 731 732;recepcja@lipowymost.pl;stały;***;hotel;16-030 Supraśl, Borki 29
1048;WESTERN HOTEL;501333124;;stały;***;hotel;86-031 Niwy, Szosa Gdańska 46
1049;MONTTIS;(33) 874-25-84;hotel@monttis.com.pl;stały;***;hotel;34-200 Sucha Beskidzka, ul. Spółdzielców 1
1050;SOBOTEL;717151600;recepcja@sobotel.pl;stały;***;hotel;55-050 Sobótka, ŚW.ANNY 16
1051;"HOTEL I RESTAURACJA ""DWORSKI""";91311-68-20;recepcja@hoteldworski.pl;stały;***;hotel;72-005 Warzymice, ul. Pod Zodiakiem 2
1052;"""ET CETERA""";59 841-16-05;biuro@et.cetera.pl;stały;***;hotel;76-200 Słupsk, Kaszubska 18
1053;BIESIADA;815 019 335;info@hotelbiesiada.pl;stały;***;hotel;21-080 Bogucin, bogucin 175C
1054;COMFORTEXPRESS KRZYWACZKA;(0 12)444-54-54;krzywaczka@comfortexpress.pl;stały;***;hotel;32-442 Krzywaczka, Krzywaczka 991
1055;HOTEL SKANSEN CONFERENCE & SPA;24 275 11 22;;stały;***;hotel;09-200 Sierpc, Narutowicza 9
1056;WIKTORIAŃSKI;+48-48 664-20-;hotel@hotelwiktoriański.pl;stały;***;hotel;05-600 Grójec, Ks. Piotra Skargi 39
1057;Escada;;;stały;***;hotel;63-100 Śrem, Chelmońskiego 2
1058;COLD;(14) 612-28-02;recepcja@hotel.cold.pl;stały;***;hotel;32-700 Bochnia, ul. Storynka 5
1059;"HOTEL ""HUSZCZA""";89-741-40-95;hotel-huszcza@o2.pl;stały;***;hotel;11-700 Mrągowo, Roosevelta 21
1060;SASKI;12 421-42-22;info@hotelsaski.com.pl;stały;***;hotel;31-014 Kraków, ul. Sławkowska 3,ul. Św. Tomasza 11,ul. Św. Jana 6
1061;SOLARIS;564 713 042;recepcja.solaris@solarishotel.pl;stały;***;hotel;87-100 Toruń, Panny Marii 9-11
1062;MERCURE KARPACZ SKALNY;(075) 75-27-000;h3429@accor.com;stały;***;hotel;58-540 Karpacz, Obrońców 5
1063;KOLOSEUM;693 714 464;;stały;***;hotel;62-700 Turek, KALISKA 14
1064;CAMELOT;748400160;hotel@hotelcamelot.eu;stały;***;hotel;58-310 Szczawno-Zdrój, NIZINNA 2
1065;HOTEL AMELIA;52 372 87 08;;stały;***;hotel;85-871 Bydgoszcz, Energetyczna 2
1066;HOTEL GRODZISKO;606496054;hotelgrodzisko@wp.pl;stały;***;hotel;05-825 Natolin, Natolin 45 A
1067;TERMINAL HOTEL;71 773 55 75;biuro@terminalhotel.pl;stały;***;hotel;54-615 Wrocław, RAKIETOWA 33
1068;"""CONTINENTAL""";55 247-60-94;poczta@hotel-continental.pl;stały;***;hotel;82-120 Krynica Morska, przyjaźni 30
1069;RUCZAJ;12 269-10-00;ruczaj@ruczajhotel.com.pl;stały;***;hotel;30-409 Kraków, ul. Ruczaj 44
1070;ABIDAR;660771378;rezerwacja@abidar.pl;stały;***;hotel;87-720 Ciechocinek, Broniewskiego 15c
1071;HOTEL PARK KAJETANY;22 463 54 00;;stały;***;hotel;05-830 Nadarzyn, Mokra 7
1072;WERSAL;(18) 202-31-23;rezerwacja@hotelwersal.pl;stały;***;hotel;34-500 Zakopane, ul. Tetmajera 14 A
1073;ALEKSANDRIA;693 427 555;;stały;***;hotel;08-110 Siedlce, Artyleryjska 33
1074;JAROSŁAW;16 621 10 19;recepcja@hoteljaroslaw.pl;stały;***;hotel;37-500 Jarosław, pruchnicka 65
1075;SYMFONIA;043 845-35-50;recepcja@hotelsymfonia.pl;stały;***;hotel;98-320 Osjaków, Częstochowska 53 A
1076;"Orbis ""Prosna""";(62) 768 91 00;prosna@orbis.pl;stały;***;hotel;62-800 Kalisz, Górnośląska 53-55
1077;EVEREST;+ 48 (0-25) 792;biuro@everest-ikar.pl;stały;***;hotel;07-100 Węgrów, Żeromskiego 21
1078;"""OPERA""";0 - 58 555 -;hotel@hotelopera.pl;stały;***;hotel;81-829 Sopot, Moniuszki 10
1079;"""POD ORŁEM""";0-58 736-66-01;recepcja@hotel-podorlem.com;stały;***;hotel;83-300 Kartuzy, 3 Maja 10
1080;CZARNY RYCERZ;32 476-34-56,;czarny-rycerz@czarny-rycerz.com.pl;stały;***;hotel;44-330 Jastrzębie-Zdrój, Wodzisławska 5
1081;QUBUS;(076) 833-6100;;stały;***;hotel;67-200 Głogów, Pl. Konstytucji 3 Maja 1
1082;ŻAGIEL;+48 32 230 33 45;biuro@hotelzagiel.pl;stały;***;hotel;44-172 Niewiesze, Plazowa 2
1083;BOROWINOWY ZDRÓJ WELLNESS SPA & CONFERENCE;85 718 30 25;recepcja@borowinowyzdroj.pl;stały;***;hotel;16-030 Supraśl, Zielona 3
1084;KONTRAST;(12) 262-30-51;rezerwacja@hotel-kontrast.pl;stały;***;hotel;30-437 Kraków, ul. Forteczna 22
1085;FLORYAN;(12) 431-14-18;floryan@floryan.com.pl;stały;***;hotel;31-021 Kraków, ul. Floriańska 38
1086;ST.GEORGE;748667100;;stały;***;hotel;57-350 Kudowa-Zdrój, Kościuszki 180
1087;VENUS;13 43 12 581;venus@rze.pl;stały;***;hotel;38-460 Moderówka, moderówka 317
1088;VELVET;87 563 52 52;nova@novarestaurant.pl;stały;***;hotel;16-400 Suwałki, Kościuszki 128
1089;JUNIOR;(12) 262-42-19;hotel@junior.krakow.pl;stały;***;hotel;30-394 Kraków, ul. Skotnicka 272
1090;NA PÓŁBORU;0-43 822-56-42;hotel@polboru.pl;stały;***;hotel;98-200 Biskupice, p-ta Sieradz
1091;BARON;768473286;;stały;***;hotel;59-301 Lubin, M.SKŁODOWSKIEJ-CURIE 88
1092;DWÓR KAROLÓWKA;(18) 201-13-17;recepcja@karolowka.pl;stały;***;hotel;34-500 Zakopane, ul. Chłabówka 1
1093;NEW SKANPOL;94 35 282 11;info@newskanpol.pl;stały;***;hotel;78-100 Kołobrzeg, Dworcowa 10
1094;KARCZMA ZAMOJSZCZYZNA;846 388 688;biuro@karczmazamojszczyzna.pl;stały;***;hotel;22-400 Sitaniec-Wolica, sitaniec-wolica 217
1095;PLANETA;734 148 346;biuro@hotelplaneta.com;stały;***;hotel;76-032 Mielno, Wojska Polskiego 4
1096;STARA GARBARNIA;713547777;info@staragarbarnia.pl;stały;***;hotel;54-027 Wrocław, WIELKOPOLSKA 72
1097;KNIEJA;85 710 83 94;knieja@halgen.com.pl;stały;***;hotel;16-030 Supraśl, al.Niepodległości 6
1098;STAL;15 842 19 91;recepcja@hotelstal.pl;stały;***;hotel;37-450 Stalowa Wola, K.E.N. 4
1099;BATORY;+ 48 (0-29) 757;poczta@batory.info.pl;stały;***;hotel;05-240 Tłuszcz, Stefana Batorego 9
1100;"""MERCURE GDYNIA CENTRUM""";58 666-30-40;gdynia@orbis.pl;stały;***;hotel;81-372 Gdynia, Armii Krajowej 22
1101;KAZIMIERSKI ZDRÓJ;81 881 55 00;RECEPCJA@HOTELKAZIMIERSKI.PL;stały;***;hotel;24-123 Oblasy, oblasy 199
1102;KARINO SPA;13 469 21 38;karino@ooh.pl;stały;***;hotel;38-610 Berezka, Berezka 30 B
1103;GROMADA;48/368-91-00;;stały;***;hotel;26-600 Radom, Narutowicza 9
1104;GROMADA;41 378-30-01;buskohotel@gromada.pl;stały;***;hotel;28-100 Busko-Zdrój, Waryńskiego 10
1105;HOTEL I RESTAURACJA STAROPOLSKA;084 665 09 04;staropolska@wp.pl;stały;***;hotel;22-600 Tomaszów Lubelski, Hubala 1
1106;ARISTO;85 740 89 00;kamienica-mp@wp.pl;stały;***;hotel;15-089 Białystok, Kilińskiego 15
1107;HOTEL POD LWEM;55-641-31-00;recepcja@hotelpodlwem.pl;stały;***;hotel;82-300 Elbląg, Kowalska 10
1108;HOTEL KAMIENICA;25 764 84 44;recepcja@hotel-kamienica.pl;stały;***;hotel;08-110 Siedlce, Wojska Polskiego
1109;"""HALLER""";58 500-89-46;rezerwacja@hotelhaller.pl;stały;***;hotel;84-100 Puck, nowy świat 34
1110;JUBILAT;(84) 638 64 01;hoteljubilat@hoga.pl;stały;***;hotel;22-400 Zamość, ul. Grecka 6
1111;ESPERANTO;85 740 99 00;;stały;***;hotel;15-099 Białystok, Legionowa 10
1112;DUET;82-565 50 50;hotelduet@interia.pl;stały;***;hotel;22-100 Chełm, Hrubieszowska 54
1113;MAZURSKI DWOREK;87-421-50-01;hotel@mazurskidworek.pl;stały;***;hotel;11-730 Stare Sady, 1
1114;NAD WIGRAMI;87 563 59 59;;stały;***;hotel;16-400 Gawrych Ruda, Gawrych Ruda 39B
1115;HOTEL VICTOR PRUSZKÓW BY DESILVA;224303901;victor@hotelvictor.pl;stały;***;hotel;05-800 Pruszków, andrzeja 1a
1116;KOLNA;12 252-40-51;kontakt@kolna.pl;stały;***;hotel;30-381 Kraków, ul. Kolna 2
1117;"HOTEL ""NIDZKI""";87-423-64-01;info@hotelnidzki.pl;stały;***;hotel;12-220 Ruciane-Nida, Nadbrzeżna 1
1118;SREBRNA GÓRA;748180434;;stały;***;hotel;57-215 Srebrna Góra, KRÓTKA 1
1119;SALAMANDRA;13 469 43 78;info@salamandra-hotel.pl;stały;***;hotel;38-604 Hoczew, hoczew 155
1120;SKALNY DWOREK;(18) 261-24-10;recepcja@skalnydworek.pl;stały;***;hotel;34-400 Nowy Targ, ul. krakowska 7a
1121;"""JURATA""";58 675-21-40;recepcja@hotel-jurata.com.pl;stały;***;hotel;84-141 Jurata, Świętopełka 11
1122;AKVILON;87 563-59-40;suwar@suwar.pl;stały;***;hotel;16-400 Suwałki, Kościuszki 4
1123;POLESIE;833 559 855;info@hotelpolesie.pl;stały;***;hotel;21-211 Białka, ul. słoneczna 36
1124;PAŁAC ŻAKÓW;25 740 51 00;marketing@palac-zakow.pl;stały;***;hotel;05-332 Żaków, Żaków 53
1125;PAŁAC W KONARACH;412305216;recepcja@palacwkonarach.pl;stały;***;hotel;28-130 Konary, Konary
1126;PORTIUS;13 474 80 81;recepcja@hotelportius.pl;stały;***;hotel;38-400 Krosno, Bursaki 29a
1127;HOTEL MARUSZA;564 661 212;info@hotelmarusza.pl;stały;***;hotel;86-300 Marusza, Marusza 12
1128;RELAX;(33) 845-20-88;biuro@relaxhotel.pl;stały;***;hotel;32-650 Kęty, ul. Młodzieży Polskiej 1
1129;"""HOTTON""";58 778-27-78;hotton@hotton.pl;stały;***;hotel;81-347 Gdynia, Św. piotra 8
1130;CAMPARI;146 768 162;BIURO@RESTAURACJACAMPARI.PL;stały;***;hotel;39-204 Góra Motyczna, góra motyczna 161
1131;HOTEL POD SŁOŃCEM;0-43 824-30-34;hotel@hotelpodsloncem.pl;stały;***;hotel;98-220 Zduńska Wola, Łaska 215
1132;BROWAR CZENSTOCHOVIA;+48 34 323 10 94;recepcja@czenstochovia.pl;stały;***;hotel;42-200 Częstochowa, Korczaka 14
1133;YUCA;0-42 634-71-15;yuca@yuca.pl;stały;***;hotel;94-221 Łódź, Złotno 83a
1134;GREIN HOTEL;17 850 38 88;info@greinhotel.pl;stały;***;hotel;35-326 Rzeszów, Al.T.Rejtana 1
1135;KOŁODZIEJ;+ 48 32 666 61 80;info@hotelkolodziej.pl;stały;***;hotel;41-100 Siemianowice Śląskie, Powstańców 16
1136;"""KRÓLEWSKI""";58 326-11-11;office@hotelkrolewski.pl;stały;***;hotel;80-751 Gdańsk, Ołowianka 1
1137;DZIKI POTOK;075-7616478;recepcja@dzikipotok.karpacz.pl;stały;***;hotel;58-540 Karpacz, MYŚLIWSKA 22
1138;HOTEL HP PARK;89-524-06-04;hpolsztyn@hotelepark.pl;stały;***;hotel;10-701 Olsztyn, Warszawska 119
1139;HOTEL 500;-820;zegrze@hotel500.com.pl;stały;***;hotel;05-130 Zegrze Południowe, Warszawska 31 A
1140;IKAR;61 658 71 05;ikar@hotelewam.pl;stały;***;hotel;61-736 Poznań, Solna 18
1141;PRZYSTANEK TORUŃ;566598517;recepcja@przystanektorun.pl;stały;***;hotel;87-100 Toruń, Chłopickiego 4
1142;TERRA BELLA;834147299;hotel@szpitalbp.pl;stały;***;hotel;21-500 Biała Podlaska, Terebelska 57-65
1143;CLASSIC;17 857 77 47;biuro@hotelclassic.pl;stały;***;hotel;35-327 Rzeszów, Armii Krajowej 32
1144;"""MERCURE GDAŃSK POSEJDON""";58 511-30-00;posejdon@orbis.pl;stały;***;hotel;80-341 Gdańsk, Kapliczna 30
1145;HG HOTEL;+48 32 333 00 46;recepcja@hghotel.pl;stały;***;hotel;44-180 Toszek, Rynek 13
1146;PODEWILS;094/ 31-88-291,;krag@podewils-hotel-pl;stały;***;hotel;76-129 Ostrowiec, Krąg
1147;HOTEL LINDER;77 440 45 12;info@hotellinder.pl;stały;***;hotel;47-316 Malnia, Opolska 46
1148;ŁOKIETEK;(12)397-22-22;recepcja@hotel-lokietek.pl;stały;***;hotel;32-089 Czajowice, ul. Ojcowska 126
1149;LIBURNIA;+48 33 852 05 31;recepcja@liburniahotel.pl;stały;***;hotel;43-400 Cieszyn, Liburnia 10
1150;POLONIA;(12) 422-12-33;rezerwacja@hotel-polonia.com.pl;stały;***;hotel;31-156 Kraków, ul. Basztowa 25
1151;GOLD;146 814 244;recepcja@hotel-gold.eu;stały;***;hotel;39-200 Dębica, sportowa 22
1152;HOTEL SPA LASKOWO;+ 48 32 746 29 00;biuro@laskowo.pl;stały;***;hotel;47-430 Jankowice, Raciborska 62
1153;"""MARINA CLUB""";58 600-85-05;rezerwacje@marinaclubhotel.pl;stały;***;hotel;80-755 Gdańsk, szafarnia 10
1154;KLIMTÓWKA;32 644-10-77;karczma@klimtowka.pl;stały;***;hotel;32-340 Wolbrom, ul. Ordona 2
1155;HOTEL DWOREK;46 832-58-83;recepcja@hotel-dworek.pl;stały;***;hotel;96-100 Skierniewice, Piłsudskiego 24
1156;VABANK;566 820 270;recepcja@hotelvabank.pl;stały;***;hotel;87-400 Golub-Dobrzyń, Rynek 9
1157;SILVER;091/44-12-500;info@silverhotel.pl;stały;***;hotel;70-001 Ustowo, Ustowo 54
1158;KASZTEL;609 345 545;biuro@hotelkasztel.pl;stały;***;hotel;32-765 Rzezawa, Brzeska 51
1159;AKWAWIT;+48 65 526 08 11;hotel@akwawit.pl;stały;***;hotel;64-100 Leszno, Św. Józefa 5
1160;DROHICKI;85 655 05 43;;stały;***;hotel;17-312 Drohiczyn, Zajęczniki 117
1161;ZŁOTY MŁYN;0-44 733-64-00;majkow@zlotymlyn.pl;stały;***;hotel;97-371 Majków Duży, p-ta Wola Krzysztoporska
1162;HOTEL PARTNER;+48-25- 759-56-;phu.partner@pro.onet.pl;stały;***;hotel;05-300 Mińsk Mazowiecki, Konstytucji 3 Maja 7
1163;HOTEL MAZURIA;89-741-29-75;recepcja@hotelmazuria.pl;stały;***;hotel;11-700 Mrągowo, Jaszczurcza Góra 28
1164;LOGOS;(12) 632-33-33;logos-kr@interkom.pl;stały;***;hotel;31-123 Kraków, ul. Szujskiego 5
1165;SOLPARK;0-44 731-65-17;bok@kompleks-solpark.pl;stały;***;hotel;97-410 Kleszczów, Sportowa 3
1166;"""NOVOTEL GDAŃSK CENTRUM""";0 - 58 300 -;nov.gdansk@orbis.pl;stały;***;hotel;80-749 Gdańsk, Pszenna 1
1167;ROYAL BOTANIC;814 583 850;botanicgustaw@mail.com;stały;***;hotel;20-818 Lublin, Pólnocna 219
